epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,13236.2,1.16788,1.22868,1.36029,0.5786,0.36942,0.37087,0.16784,2.17106,1.98396,2.59096,0.0082081,0.0082081,0.0082081
183,13291.8,1.16396,1.23155,1.35642,0.4805,0.40463,0.37492,0.16978,2.18429,2.02373,2.61181,0.0081982,0.0081982,0.0081982
184,13376.6,1.19315,1.29361,1.36864,0.55582,0.3853,0.39202,0.1746,2.17083,2.04436,2.61448,0.0081883,0.0081883,0.0081883
185,13468.1,1.16281,1.23089,1.36072,0.59926,0.36445,0.3998,0.17852,2.15385,1.91962,2.61014,0.0081784,0.0081784,0.0081784
186,13547.6,1.17969,1.26321,1.37935,0.48783,0.39765,0.37426,0.17214,2.14404,1.97759,2.55533,0.0081685,0.0081685,0.0081685
187,13602.4,1.17137,1.22826,1.36743,0.46689,0.3943,0.36194,0.16801,2.15541,1.99285,2.57276,0.0081586,0.0081586,0.0081586
188,13673.4,1.18017,1.23372,1.36092,0.44182,0.38506,0.37918,0.16845,2.16631,1.98666,2.60532,0.0081487,0.0081487,0.0081487
189,13739,1.17002,1.24921,1.35725,0.482,0.37364,0.37598,0.16776,2.17003,2.0024,2.61149,0.0081388,0.0081388,0.0081388
190,13824.4,1.15918,1.22912,1.34983,0.49079,0.37288,0.38144,0.17118,2.14642,1.94251,2.60517,0.0081289,0.0081289,0.0081289
191,13876.9,1.15844,1.20034,1.35241,0.44155,0.41896,0.39471,0.17411,2.15657,1.94357,2.59186,0.008119,0.008119,0.008119
192,13937.7,1.15018,1.19354,1.33794,0.59693,0.35802,0.3861,0.17864,2.12427,1.94299,2.5549,0.0081091,0.0081091,0.0081091
193,14016.2,1.15029,1.20092,1.3522,0.53382,0.40286,0.37832,0.17092,2.17032,2.0074,2.59326,0.0080992,0.0080992,0.0080992
194,14118.2,1.13383,1.18384,1.33704,0.48937,0.42344,0.39151,0.17595,2.17525,1.93098,2.63868,0.0080893,0.0080893,0.0080893
195,14172.3,1.13952,1.17868,1.33674,0.5527,0.41305,0.39621,0.17881,2.1726,1.93838,2.65292,0.0080794,0.0080794,0.0080794
196,14233.2,1.15937,1.20251,1.34862,0.41174,0.40993,0.37392,0.16776,2.15336,1.97518,2.60841,0.0080695,0.0080695,0.0080695
197,14305.8,1.13517,1.17145,1.33666,0.51287,0.3726,0.38371,0.17103,2.14901,1.93473,2.61091,0.0080596,0.0080596,0.0080596
198,14395.8,1.11891,1.1576,1.33024,0.59013,0.36658,0.38358,0.17392,2.16285,1.94139,2.64703,0.0080497,0.0080497,0.0080497
199,14448.2,1.14481,1.18734,1.33823,0.58565,0.39798,0.37561,0.17185,2.1808,1.97511,2.65833,0.0080398,0.0080398,0.0080398
200,14508.3,1.14311,1.17725,1.33342,0.56304,0.36311,0.35606,0.16404,2.18984,2.04234,2.67098,0.0080299,0.0080299,0.0080299
201,14575.7,1.13088,1.1719,1.32259,0.50171,0.37841,0.36573,0.16976,2.1755,2.03108,2.65507,0.00802,0.00802,0.00802
202,14666.2,1.12934,1.17856,1.33155,0.48202,0.41706,0.37834,0.16774,2.17745,2.00276,2.65756,0.0080101,0.0080101,0.0080101
203,14717.9,1.1225,1.15424,1.32714,0.6019,0.37612,0.3862,0.17403,2.14987,1.9734,2.60772,0.0080002,0.0080002,0.0080002
204,14780.2,1.13273,1.17481,1.33922,0.57325,0.39699,0.39573,0.17103,2.19712,2.04378,2.6623,0.0079903,0.0079903,0.0079903
205,14851,1.15334,1.19405,1.33476,0.56276,0.38577,0.37685,0.16864,2.18512,1.97699,2.62671,0.0079804,0.0079804,0.0079804
206,14943.5,1.11602,1.15775,1.31446,0.57361,0.3993,0.38569,0.16649,2.17519,2.01395,2.64063,0.0079705,0.0079705,0.0079705
207,14993.1,1.11257,1.15318,1.32796,0.5789,0.39339,0.39079,0.17095,2.18487,1.97983,2.67535,0.0079606,0.0079606,0.0079606
208,15055.4,1.11747,1.17147,1.32882,0.56602,0.4094,0.39272,0.17226,2.17032,1.97952,2.67067,0.0079507,0.0079507,0.0079507
209,15123.3,1.11929,1.1768,1.32715,0.60647,0.38147,0.38722,0.17245,2.17338,2.01383,2.6407,0.0079408,0.0079408,0.0079408
210,15212.9,1.11705,1.1565,1.31333,0.58983,0.38906,0.37784,0.16861,2.193,1.9716,2.67389,0.0079309,0.0079309,0.0079309
211,15268.8,1.12684,1.17035,1.32733,0.51262,0.37674,0.37621,0.17104,2.16442,1.97774,2.6378,0.007921,0.007921,0.007921
212,15330.3,1.10583,1.1525,1.31658,0.48588,0.42003,0.37687,0.16949,2.15393,1.95711,2.61053,0.0079111,0.0079111,0.0079111
213,15400.8,1.09758,1.13864,1.31007,0.61615,0.39591,0.3933,0.17417,2.17805,1.97235,2.65063,0.0079012,0.0079012,0.0079012
214,15479.9,1.09893,1.13838,1.30931,0.41403,0.41532,0.37826,0.17129,2.17696,1.97556,2.62931,0.0078913,0.0078913,0.0078913
215,15538.5,1.12744,1.17247,1.32911,0.49875,0.39521,0.3986,0.17962,2.15083,1.90113,2.60188,0.0078814,0.0078814,0.0078814
216,15592.8,1.12985,1.15148,1.31507,0.61467,0.36143,0.39333,0.17453,2.16836,1.91935,2.62841,0.0078715,0.0078715,0.0078715
217,15669.7,1.11413,1.15008,1.31594,0.4925,0.38301,0.38474,0.17565,2.16069,1.97079,2.65604,0.0078616,0.0078616,0.0078616
218,15758.8,1.11468,1.1446,1.32051,0.48132,0.37731,0.38928,0.17276,2.17685,2.01208,2.67448,0.0078517,0.0078517,0.0078517
219,15820.9,1.08388,1.11055,1.30502,0.60519,0.3785,0.39036,0.16789,2.18607,2.05151,2.66996,0.0078418,0.0078418,0.0078418
220,15873.4,1.08248,1.102,1.29603,0.56866,0.37244,0.37816,0.16954,2.19149,2.00359,2.68189,0.0078319,0.0078319,0.0078319
221,15953,1.1008,1.12512,1.31062,0.51239,0.3837,0.3763,0.17525,2.18553,1.99586,2.66952,0.007822,0.007822,0.007822
222,16036.1,1.09195,1.13106,1.30572,0.45387,0.39604,0.37679,0.16733,2.18196,1.96558,2.64177,0.0078121,0.0078121,0.0078121
223,16100.8,1.09437,1.12827,1.30111,0.50821,0.36574,0.37026,0.17009,2.17874,1.97727,2.66651,0.0078022,0.0078022,0.0078022
224,16158.3,1.10692,1.13423,1.31025,0.42209,0.44968,0.39089,0.17141,2.17902,1.94825,2.6798,0.0077923,0.0077923,0.0077923
225,16236.5,1.08973,1.11225,1.29359,0.47976,0.42724,0.4075,0.17961,2.18095,1.94673,2.68339,0.0077824,0.0077824,0.0077824
226,16312.4,1.10719,1.14064,1.30461,0.42201,0.47346,0.42515,0.1818,2.21805,1.92962,2.72738,0.0077725,0.0077725,0.0077725
227,16380,1.08664,1.1001,1.29694,0.44272,0.39588,0.39372,0.17253,2.19835,1.99484,2.66191,0.0077626,0.0077626,0.0077626
228,16435.7,1.07438,1.10913,1.29161,0.574,0.37632,0.38798,0.1705,2.17119,2.05332,2.64614,0.0077527,0.0077527,0.0077527
229,16515.1,1.07441,1.07874,1.29332,0.43987,0.41103,0.39903,0.17732,2.14864,1.99299,2.61604,0.0077428,0.0077428,0.0077428
230,16593.7,1.08822,1.11298,1.292,0.6555,0.37241,0.41029,0.18249,2.16187,1.97177,2.63821,0.0077329,0.0077329,0.0077329
231,16657.4,1.08355,1.09429,1.29106,0.39065,0.45122,0.40217,0.1819,2.17353,1.94217,2.6737,0.007723,0.007723,0.007723
232,16713.5,1.06255,1.08012,1.2977,0.46445,0.45295,0.40812,0.18308,2.15594,1.92482,2.62648,0.0077131,0.0077131,0.0077131
233,16791.9,1.09748,1.12385,1.30605,0.46915,0.39398,0.40137,0.18482,2.16236,1.93679,2.64768,0.0077032,0.0077032,0.0077032
234,16864.3,1.07304,1.09204,1.29167,0.45266,0.39371,0.39101,0.18326,2.1398,1.98674,2.60811,0.0076933,0.0076933,0.0076933
235,16931.1,1.06037,1.07935,1.28169,0.67347,0.35513,0.39155,0.17672,2.14767,1.97902,2.62498,0.0076834,0.0076834,0.0076834
236,16982.6,1.0736,1.10223,1.28744,0.4404,0.46693,0.41138,0.18551,2.1494,1.92588,2.6555,0.0076735,0.0076735,0.0076735
237,17069.9,1.06445,1.07539,1.28013,0.4048,0.41507,0.37662,0.17304,2.16079,1.9922,2.64943,0.0076636,0.0076636,0.0076636
238,17157.4,1.0799,1.10607,1.29109,0.53553,0.35929,0.36584,0.16949,2.15399,2.03789,2.6511,0.0076537,0.0076537,0.0076537
239,17225.6,1.0677,1.08514,1.29101,0.44966,0.3671,0.35859,0.17013,2.16506,2.04437,2.66588,0.0076438,0.0076438,0.0076438
240,17286,1.06311,1.07432,1.27448,0.52857,0.35413,0.36298,0.16821,2.14406,2.06174,2.62967,0.0076339,0.0076339,0.0076339
241,17373.5,1.05075,1.05709,1.27179,0.46158,0.40301,0.36157,0.16797,2.16265,2.04306,2.66437,0.007624,0.007624,0.007624
242,17458.8,1.0572,1.08457,1.27897,0.46827,0.37444,0.36555,0.17046,2.1764,2.00448,2.67717,0.0076141,0.0076141,0.0076141
243,17526.9,1.05725,1.05498,1.27457,0.51968,0.35162,0.36732,0.16807,2.19036,2.01895,2.71105,0.0076042,0.0076042,0.0076042
